,Answers,BERT,DistilBERT,Gold_1,Gold_2,BERT_METEOR,DistilBERT_METEOR,BERT_GLEU,DistilBERT_GLEU
4555,['he will not divide us'],shia labeouf ( @ thecampaignbook,"live museum of the moving image , new york shia labeouf",he will not divide us,,0.0,0.0,0.0,0.0
4557,['military surveillance planes'],military surveillance planes are currently airborne,military surveillance planes are currently airborne,military surveillance planes,,0.745799436575623,0.745799436575623,0.3333333333333333,0.3333333333333333
4560,['does her best impression'],"jenny from the block "" impression","kelseaballerini does her best "" jenny from the block "" impression",does her best impression,,0.1643835616438356,0.6322640241227518,0.07142857142857142,0.23333333333333334
4561,['he was bringing people aware of tremendous writers.'],to shine a light on tremendous writers,danielhandler,he was bringing people aware of tremendous writers.,,0.09218950064020486,0.0,0.11538461538461539,0.0
4562,['everyone started coughing uncontrollably and it got evacuated.'],got evacuated when everyone started coughing uncontrollably,evacuated,everyone started coughing uncontrollably and it got evacuated.,,0.556415906585037,0.0,0.5,0.038461538461538464
4563,['southern white rhinos'],southern white,southern white rhinos,southern white rhinos,,0.5996383004580546,0.8875013295249914,0.5,1.0
4566,['a law student'],law student,law,a law student,,0.5996383004580546,0.27480916030534347,0.5,0.16666666666666666
4575,['it is on a beach'],the only race event run on a beach,think a trip to laytown races is on the card thursday,it is on a beach,,0.47800789741022875,0.3908857134599206,0.23076923076923078,0.10526315789473684
4579,['brad and angelina being over'],when she heard about # brangelina it ' s over : n a t e ( @ dangerousnat ),# brangelina it ' s over : n a t e ( @ dangerousnat ),brad and angelina being over,,0.09399477806788513,0.10434782608695652,0.021739130434782608,0.03333333333333333
4580,['all of us'],antonio french,antonio french,all of us,,0.0,0.0,0.0,0.0
4581,['shoes tied adequately hydrating'],shoes tied - adequately hydrating,shoes tied - adequately hydrating,shoes tied adequately hydrating,,0.8042881261513763,0.8042881261513763,1.0,1.0
4583,['he is fine.'],he ' s fine,melted car,he is fine.,,0.22570532915360503,0.0,0.3333333333333333,0.0
4584,['ks and the nation'],ks and the nation,ks and the nation,ks and the nation,,0.9113970384220804,0.9113970384220804,1.0,1.0
4585,['see how the river was 150 years ago'],do a time lapse,do a time lapse,see how the river was 150 years ago,,0.0,0.0,0.0,0.0
4586,['get a life'],get a life,get a life,get a life,,0.8875013295249914,0.8875013295249914,1.0,1.0
4588,['in a cargo hold'],in cargo hold,cargo hold,in a cargo hold,,0.6299313072556201,0.4654650895820811,0.4,0.3
4592,['the judge and the court system.'],court system,court system,the judge and the court system.,,0.13740458015267173,0.13740458015267173,0.16666666666666666,0.16666666666666666
4597,"[""chester bennington's passing""]",chester bennington ' s passing,chester bennington ' s passing,chester bennington's passing,,0.4260355029585799,0.4260355029585799,0.2,0.2
4598,['worst video yet'],worst,worst,worst video yet,,0.27480916030534347,0.27480916030534347,0.16666666666666666,0.16666666666666666
4600,['emancipation park in charlottesville'],emancipation park,emancipation park,emancipation park in charlottesville,,0.4654650895820811,0.4654650895820811,0.3,0.3
4601,['across the globe'],across the globe,across the globe,across the globe,,0.8875013295249914,0.8875013295249914,1.0,1.0
4602,['bottles and other objects'],bottles & other objects,bottles & other objects,bottles and other objects,,0.6000095701609782,0.6000095701609782,0.4,0.4
4603,['#bring back our girls'],# bringbackourgirls,bringbackourgirls,#bring back our girls,,0.0,0.0,0.0,0.0
4604,['next to bat'],every yankee is coming up to a jeter walk - up song in their at - bats tonight # farewellcaptain,jeter walk - up song,next to bat,,0.34670947030497595,0.0,0.016129032258064516,0.0
4605,['on the opposing campus'],on the opposing campus,on the opposing campus,on the opposing campus,,0.9113970384220804,0.9113970384220804,1.0,1.0
4609,['he has demonstrated sexism.'],he ' s demonstrated a penchant for sexism,he ' s demonstrated a penchant for sexism,he has demonstrated sexism.,,0.3025210084033613,0.3025210084033613,0.13636363636363635,0.13636363636363635
4612,['the montreal protocol'],curb powerful greenhouse gases,greenhouse gases,the montreal protocol,,0.0,0.0,0.0,0.0
4615,"['they might say, ""i\'m from the south.""']",okay,okay,"they might say, ""i'm from the south.""",,0.0,0.0,0.0,0.0
4616,['the ivory coast'],yaya toure,yaya toure,the ivory coast,,0.0,0.0,0.0,0.0
4617,['knocks down the triple'],knock down the triple,knock down the triple !,knocks down the triple,,0.9113970384220804,0.8700687717633225,0.6,0.6
4618,['a road rage shooting incident'],road rage shooting,road rage shooting,a road rage shooting incident,,0.5762995646266178,0.5762995646266178,0.42857142857142855,0.42857142857142855
4619,['market frankford el train'],market frankford,market frankford el train,market frankford el train,,0.4654650895820811,0.9113970384220804,0.3,1.0
4621,['head for the cure or nbtstweets'],help find a cure for brain cancer,meghanmccain,head for the cure or nbtstweets,,0.3489499192245557,0.0,0.09090909090909091,0.0
4626,['the person shows his or her appreciation.'],you both did a beautiful job,with what you were given,the person shows his or her appreciation.,,0.0,0.0,0.0,0.0
4628,['they are unpopular and unconstitutional.'],unpopular - unconstitutional,unpopular - unconstitutional,they are unpopular and unconstitutional.,,0.15584415584415584,0.15584415584415584,0.14285714285714285,0.14285714285714285
4629,['for the long haul'],the long haul,the long haul,for the long haul,,0.6988199445078672,0.6988199445078672,0.6,0.6
4632,['like a king'],like a king,like a king,like a king,,0.8875013295249914,0.8875013295249914,1.0,1.0
4636,['recognizing problem/taking proper steps to address his demons.'],recognizing problem / taking proper steps to address it,recognizing problem / taking proper steps to address it,recognizing problem/taking proper steps to address his demons.,,0.5305992955346933,0.5305992955346933,0.4230769230769231,0.4230769230769231
4638,['trump university lawsuit'],trump university,trump university,trump university lawsuit,,0.5996383004580546,0.5996383004580546,0.5,0.5
4640,['the reality competition'],reality competition,reality competition,the reality competition,,0.5996383004580546,0.5996383004580546,0.5,0.5
4641,['sitting quietly in the lounge'],sitting quietly in the damn lounge,sitting quietly in the damn lounge,sitting quietly in the lounge,,0.8373040906414527,0.8373040906414527,0.6111111111111112,0.6111111111111112
4642,['after reviewing the report.'],"february 14 , 2014","february 14 , 2014",after reviewing the report.,,0.0,0.0,0.0,0.0
4653,['who and why'],louis,louis,who and why,,0.0,0.0,0.0,0.0
4657,['ash and chris'],ash and chris,mr and mrs french,ash and chris,,0.8875013295249914,0.22570532915360503,1.0,0.1
4662,"[""i can't breath""]",# icantbreathe,# icantbreathe t - shirt,i can't breath,,0.0,0.0,0.0,0.0
4666,['great opportunity fo co-op'],great opportunity for co - op,great opportunity for co - op,great opportunity fo co-op,,0.3846994575998021,0.3846994575998021,0.21428571428571427,0.21428571428571427
4667,['sons and daughters.'],sons & daughters,sons & daughters,sons and daughters.,,0.24,0.24,0.3333333333333333,0.3333333333333333
4668,['your amazing solo career'],your amazing solo career,your amazing solo career,your amazing solo career,,0.9113970384220804,0.9113970384220804,1.0,1.0
4671,['any other virtue with consistency.'],consistency,any other virtue with consistency,any other virtue with consistency.,,0.0,0.7291176307376644,0.07142857142857142,1.0
4673,['superintelligence by bostrom'],superintelligence,elon musk,superintelligence by bostrom,,0.27480916030534347,0.0,0.16666666666666666,0.0
4676,['a nude selfie'],a nude selfie,a nude selfie,a nude selfie,,0.8875013295249914,0.8875013295249914,1.0,1.0
4679,['for their alleged terrible behavior'],their terrible behavior,terrible behavior,for their alleged terrible behavior,,0.5194888053341803,0.3803574772657186,0.2857142857142857,0.21428571428571427
4685,['the guardiansofthegalaxy ride.'],guardiansofthegalaxy,guardiansofthegalaxy,the guardiansofthegalaxy ride.,,0.27480916030534347,0.27480916030534347,0.16666666666666666,0.16666666666666666
4690,['she says it is ridiculous'],ridiculous thing i ' ve heard in a longggg time,"instagram banned the hashtag ' curvy ' that is the most mother flipping ridiculous thing i ' ve heard in a longggg time . — danielle ( @ vanierdanielle ) july 15 , 2015",she says it is ridiculous,,0.12100840336134454,0.13701236917221693,0.03333333333333333,0.02040816326530612
4691,['the march for life'],the # marchforlife,marchforlife,the march for life,,0.1889763779527559,0.0,0.1,0.0
4695,"['passing, layups and shooting']","passing , layups and shooting","passing , layups and shooting","passing, layups and shooting",,0.6354424793735022,0.6354424793735022,1.0,1.0
4701,['she writes songs?'],write an incredibly catchy song about you,write an incredibly catchy song about you,she writes songs?,,0.1914893617021277,0.1914893617021277,0.0,0.0
4703,['near the embassy?'],near the embassy,near the embassy,near the embassy?,,0.5616612080957111,0.5616612080957111,1.0,1.0
4705,['it is unclear'],unclear officially how many hurt,charlestonpd confirm shooting unclear officially how many hurt,it is unclear,,0.21301775147928995,0.18227848101265823,0.07142857142857142,0.038461538461538464
4706,['dignity1 and argos'],# dignity1 and # argos,the # dignity1 and # argos,dignity1 and argos,,0.710070497231927,0.6722796304324686,1.0,0.6
4708,['a dating story'],dating story,dating story,a dating story,,0.5996383004580546,0.5996383004580546,0.5,0.5
4710,['frank sinatra jr'],frank sinatra jr,frank sinatra jr,frank sinatra jr,,0.8875013295249914,0.8875013295249914,1.0,1.0
4713,['saiing with greenpeace.'],sailing,to help # savethearctic,saiing with greenpeace.,,0.0,0.0,0.0,0.0
4717,"[""cindy mccain's two sons.""]",my 2 sons serving in the military,my 2 sons serving in the military,cindy mccain's two sons.,,0.15754923413566738,0.15754923413566738,0.045454545454545456,0.045454545454545456
4718,['3 republicans and 48 democrats'],3 republicans and 48 democrats,republicans and 48 democrats,3 republicans and 48 democrats,,0.9263770987333779,0.7579185350703372,1.0,0.7142857142857143
4722,['early morning hours'],early morning hours,early morning hours,early morning hours,,0.8875013295249914,0.8875013295249914,1.0,1.0
4726,['dan scavino jr.'],dan scavino jr .,dan scavino jr,dan scavino jr.,,0.5282080326918914,0.5616612080957111,1.0,1.0
4727,['name each of them.'],chasing dreams,chasing dreams,name each of them.,,0.0,0.0,0.0,0.0
4730,"[""miles teller's buddy""]",my buddy,my buddy,miles teller's buddy,,0.2562277580071174,0.2562277580071174,0.16666666666666666,0.16666666666666666
4733,['culture and demographics'],culture and demographics,culture and demographics,culture and demographics,,0.8875013295249914,0.8875013295249914,1.0,1.0
4738,['his journey continues'],the journey continues,michaelsamnfl,his journey continues,,0.5616612080957111,0.0,0.5,0.0
4739,['her social media coverage of tonight'],social media coverage of tonight ' s events,social media coverage of tonight ' s events,her social media coverage of tonight,,0.726000861076315,0.726000861076315,0.6363636363636364,0.6363636363636364
4742,['it starts now'],now,"june 23 , 2016",it starts now,,0.27480916030534347,0.0,0.16666666666666666,0.0
4744,['sigmaalphaepsilon frat member'],jason whitely,# ou # sigmaalphaepsilon frat member,sigmaalphaepsilon frat member,,0.0,0.745799436575623,0.0,0.6
4746,"[""the young child's eyes""]",eyes,his or her eyes,the young child's eyes,,0.20991253644314864,0.18,0.1,0.1
4747,['the loss of his friend will smith.'],will smith,will smith,the loss of his friend will smith.,,0.11900826446280989,0.11900826446280989,0.13636363636363635,0.13636363636363635
4755,['robin and his wonderful spirit'],robin,his wonderful spirit,robin and his wonderful spirit,,0.16981132075471694,0.5762995646266178,0.07142857142857142,0.42857142857142855
4756,['tonight at 9:00 pm eastern standard time'],"february 5 , 2014","february 5 , 2014",tonight at 9:00 pm eastern standard time,,0.0,0.0,0.0,0.0
4765,['college savings plan'],college,college savings plan,college savings plan,,0.27480916030534347,0.8875013295249914,0.16666666666666666,1.0
4768,['portions of the south.'],portions of the south,portions of the south wednesday,portions of the south.,,0.6656259971437435,0.6354424793735022,1.0,0.7142857142857143
4769,['work really hard'],works really hard,works really hard,work really hard,,1.0,1.0,0.5,0.5
4773,['what does this sign mean?'],democracy,coolest signs,what does this sign mean?,,0.0,0.32505643340857787,0.0,0.0
4780,['the llamas have one-year deals.'],one - year,one - year,the llamas have one-year deals.,,0.0,0.0,0.0,0.0
4790,['there was no reason'],general audiences can ' t relate to asam leads,asam leads,there was no reason,,0.0,0.0,0.0,0.0
4793,['a smoking volcano'],a smoking # cabulco volcano,shasta darlington,a smoking volcano,,0.710070497231927,0.0,0.4,0.0
4797,['his facebook page; fb.me/6opkzwltp'],zeffereen,zeffereen,his facebook page; fb.me/6opkzwltp,,0.0,0.0,0.0,0.0
4800,['producing nuclear bomb'],produce a nuclear bomb,nuclear bomb,producing nuclear bomb,,0.752363097380537,0.5996383004580546,0.3,0.5
4804,['rockefeller center tree lighting'],# rockefellercentertreelighting,rockefellercentertreelighting,rockefeller center tree lighting,,0.0,0.0,0.0,0.0
4805,['their community that supports them'],a community that supports us & our fallen brothers & sisters,a community that supports us & our fallen brothers & sisters,their community that supports them,,0.43363257142914885,0.43363257142914885,0.2,0.2
4807,['there should be a line.'],a line,a line,there should be a line.,,0.16252821670428894,0.16252821670428894,0.21428571428571427,0.21428571428571427
4808,['tom felton as an actor'],i will 100000000000 % take you up on this,100000000000 %,tom felton as an actor,,0.0,0.0,0.0,0.0
4809,['he has a great working relationship with japan.'],wonderful experience,wonderful experience of working with japan as cm,he has a great working relationship with japan.,,0.0,0.27,0.0,0.15384615384615385
4811,['transform from male to female'],male or female,male or female,transform from male to female,,0.3116883116883117,0.3116883116883117,0.14285714285714285,0.14285714285714285
4814,['in the sec'],ralph d . russo @ ralphdrussoapimportant player in the sec,ralphdrussoapimportant player in the sec,in the sec,,0.6148969950519572,0.7877230735428918,0.23076923076923078,0.42857142857142855
4816,['chris rock was expected to step down'],none of y ' all,none of y ' all,chris rock was expected to step down,,0.0,0.0,0.0,0.0
4817,['times up button'],# timesup,# timesup,times up button,,0.0,0.0,0.0,0.0
4820,['monday night to tuesday night.'],mon night to tues night,mon night to tues night,monday night to tuesday night.,,0.28800000000000003,0.28800000000000003,0.2857142857142857,0.2857142857142857
4824,"['said it was ""beautiful""']",a thumbs up,"gave reporters a thumbs up , twice","said it was ""beautiful""",,0.0,0.0,0.0,0.0
4830,['b. b. king'],b . b . king,b . b . king,b. b. king,,0.21301775147928995,0.21301775147928995,1.0,1.0
4832,['a word they say'],a word they say,a word they say,a word they say,,0.9113970384220804,0.9113970384220804,1.0,1.0
4835,['receiving more responsibilities'],stepping up,new gm,receiving more responsibilities,,0.0,0.0,0.0,0.0
4840,"[""they won't see like his again.""]",his like,jonathan martin,they won't see like his again.,,0.27480916030534347,0.0,0.1111111111111111,0.0
4844,['worlds most expensive road'],world ' s most expensive road cuts thru mountains and across rock strewn rivers but is it vfm,world ' s most expensive road cuts thru mountains and across rock strewn rivers,worlds most expensive road,,0.5060010883745145,0.5711808895888588,0.0967741935483871,0.13043478260869565
4848,['love each other more and fight'],let us love each other more & fight,let us love each other more & fight,love each other more and fight,,0.6811298166816834,0.6811298166816834,0.5,0.5
4849,['the x-ray room'],x - ray room,x - ray room,the x-ray room,,0.22570532915360503,0.22570532915360503,0.16666666666666666,0.16666666666666666
4852,['national sandwich day'],"buy any sub & 30oz drink , and give any sub free",buy any sub & 30oz drink,national sandwich day,,0.0,0.0,0.0,0.0
4856,['within a year'],within a year,a year,within a year,,0.8875013295249914,0.5996383004580546,1.0,0.5
4860,['the twizzler challenge'],# twizzlerchallenge,twizzlerchallenge,the twizzler challenge,,0.0,0.0,0.0,0.0
4865,"[""his wife's suit""]",his wife ' s suit,his wife ' s suit,his wife's suit,,0.4260355029585799,0.4260355029585799,0.2,0.2
4867,['sub tweet him'],sub tweet you,guna sub tweet you ima @ you,sub tweet him,,0.5616612080957111,0.44813394262955686,0.5,0.16666666666666666
4868,['birth of hurricane hermine'],the birth of hurricane hermine,hurricane hermine,birth of hurricane hermine,,0.8700687717633225,0.4654650895820811,0.7142857142857143,0.3
4870,['that the album is self-titled.'],her album is self - titled san,self - titled san,that the album is self-titled.,,0.3131939822095044,0.0,0.16666666666666666,0.0
4871,['performed with him on lip sync battle.'],perform,perform,performed with him on lip sync battle.,,0.1228668941979522,0.1228668941979522,0.0,0.0
4873,"[""it's an on-going case.""]",this is an ongoing legal case,this is an ongoing legal case,it's an on-going case.,,0.3846994575998021,0.3846994575998021,0.2222222222222222,0.2222222222222222
4880,['drake and taylor swift to break up'],drake and taylor swift to break up and write albums dragging each other,drake and taylor swift,drake and taylor swift to break up,,0.7407687870625165,0.5669654982407966,0.4782608695652174,0.45454545454545453
4881,['eight hundred thousand dreamers'],800k,800k,eight hundred thousand dreamers,,0.0,0.0,0.0,0.0
4882,['deleting a u2 album'],deleting that u2 album,for deleting that u2 album,deleting a u2 album,,0.6000095701609782,0.572801498960361,0.4,0.2857142857142857
4885,['signing her openme card'],by signing her @ openme card,signing her @ openme card iiii,signing her openme card,,0.7693989151996042,0.7693989151996042,0.7142857142857143,0.7142857142857143
4886,['white & gold or blue & black dress'],white & gold or blue & black dress,flea market white & gold or blue & black dress,white & gold or blue & black dress,,0.9501582431541025,0.9070723085003365,1.0,0.6923076923076923
4887,['the mekong river'],mekong river,mekong river,the mekong river,,0.5996383004580546,0.5996383004580546,0.5,0.5
4893,"[""they're getting fired""]",getting fired,getting fired,they're getting fired,,0.5996383004580546,0.5996383004580546,0.5,0.5
4906,['top gun 2 is filming next year.'],top gun 2 is happening,that top gun 2 is happening,top gun 2 is filming next year.,,0.550693074575275,0.535328656929269,0.45454545454545453,0.45454545454545453
4909,['for speaking her mind.'],appreciate you speaking out on this,as strong women,for speaking her mind.,,0.1643835616438356,0.0,0.05555555555555555,0.0
4916,['lindsey graham say he did'],falsely,i said there is moral equivalency,lindsey graham say he did,,0.0,0.13872832369942195,0.0,0.0
4917,['they are no longer associates.'],we no longer have a relationship,no longer have a relationship,they are no longer associates.,,0.3246596578587926,0.33699672485742677,0.16666666666666666,0.21428571428571427
4919,['during pre season'],pre season,pre season,during pre season,,0.5996383004580546,0.5996383004580546,0.5,0.5
4931,['he plays division 1 college basketball.'],division i,division i,he plays division 1 college basketball.,,0.32156176036013995,0.32156176036013995,0.05555555555555555,0.05555555555555555
4933,['adam driver cat'],adam driver cat odeon,adam driver cat odeon,adam driver cat,,0.8346407487695844,0.8346407487695844,0.6,0.6
4936,['he followed his own path.'],his own,sean fennessey,he followed his own path.,,0.3803574772657186,0.0,0.21428571428571427,0.0
4938,['suarez at the world cup'],biting memes,some biting memes,suarez at the world cup,,0.0,0.0,0.0,0.0
4940,['after the fantasy draft'],after the fantasy draft,after the fantasy draft,after the fantasy draft,,0.9113970384220804,0.9113970384220804,1.0,1.0
4942,['the endless river'],the endless river,the endless river,the endless river,,0.8875013295249914,0.8875013295249914,1.0,1.0
4943,['first nhl contract'],my first nhl contract,ek5colts,first nhl contract,,0.8346407487695844,0.0,0.6,0.0
4945,['toomas hendrix ilves'],toomas hendrik ilves,toomas hendrik ilves,toomas hendrix ilves,,0.48,0.48,0.3333333333333333,0.3333333333333333
4946,['a bogo offer.'],bogo offer,bogo offer,a bogo offer.,,0.2562277580071174,0.2562277580071174,0.5,0.5
4947,['decades from now'],"december 4 , 2015","december 4 , 2015",decades from now,,0.0,0.0,0.0,0.0
4950,['pumped breast milk'],pumped breast milk,pumped breast milk,pumped breast milk,,0.8875013295249914,0.8875013295249914,1.0,1.0
4953,['as they have to feed their family.'],many women have a family to feed,many women have a family to feed,as they have to feed their family.,,0.34286261152055897,0.34286261152055897,0.22727272727272727,0.22727272727272727
4954,['that her husband would use nicer language'],her husband would use nicer language,her husband would use nicer language,that her husband would use nicer language,,0.8253006239056745,0.8253006239056745,0.8181818181818182,0.8181818181818182
4958,['the green room will have gluten free pizza.'],there is gluten - free pizza ! ! ! !,gluten - free pizza,the green room will have gluten free pizza.,,0.1718377088305489,0.19889502762430938,0.23076923076923078,0.23076923076923078
4962,['matthew 25 ministries'],matthew 25,matthew 25,matthew 25 ministries,,0.5996383004580546,0.5996383004580546,0.5,0.5
4970,['a whole graph'],a whole graph,a whole graph,a whole graph,,0.8875013295249914,0.8875013295249914,1.0,1.0
4973,['kansas city royals'],paul rudd,"# royals super fan , paul rudd ! # takethecrown kansas city royals",kansas city royals,,0.0,0.5433681609336682,0.0,0.2
4974,['senator jeff flake.'],sen . jeff flake,sen . jeff flake,senator jeff flake.,,0.22570532915360503,0.22570532915360503,0.5,0.5
4975,['she was harassed.'],being an awkward girl with a big nose never protected me from harassment,harassment,she was harassed.,,0.0,0.0,0.0,0.0
4976,['her ace leading serve'],her # wta ace leading serve,her # wta ace leading serve,her ace leading serve,,0.7693989151996042,0.7693989151996042,0.5,0.5
4983,['he loves them.'],nothing but love & respect,nothing but love & respect,he loves them.,,0.21301775147928995,0.21301775147928995,0.0,0.0
4985,['his generals and military experts'],generals and military experts,generals and military experts,his generals and military experts,,0.7579185350703372,0.7579185350703372,0.7142857142857143,0.7142857142857143
4989,['jeans and a scarf'],jeans and a scarf,jeans and a scarf,jeans and a scarf,,0.9113970384220804,0.9113970384220804,1.0,1.0
4994,['a die in'],""" die in",""" die in """,a die in,,0.5616612080957111,0.5282080326918914,0.5,0.5
4997,['cheers and boos'],cheers and boos,unreal scene here - mike pence walks in and there ' s a massive mix of cheers and boos,cheers and boos,,0.8875013295249914,0.44081191863824076,1.0,0.0967741935483871
4998,['natural gas leaks.'],natural gas leaks,natural gas leaks,natural gas leaks.,,0.5616612080957111,0.5616612080957111,1.0,1.0
4999,['situation and concern for safety'],"due to "" situation "" and concern for safety",""" situation "" and concern for safety",situation and concern for safety,,0.7544458733383924,0.8077338718269776,0.6363636363636364,1.0
5000,['idp camps along the main highway.'],idp camps along the main highway from # nneveh to # kurdistan,idp camps,idp camps along the main highway.,,0.6487234584967633,0.32156176036013995,0.5294117647058824,0.16666666666666666
5005,"['all children, including barron trump.']",all children,all children,"all children, including barron trump.",,0.16252821670428894,0.16252821670428894,0.21428571428571427,0.21428571428571427
5012,['huge banner from overpass'],unveils huge banner from overpass - in english,unveils huge banner from overpass - in english,huge banner from overpass,,0.7658798642202357,0.7658798642202357,0.45454545454545453,0.45454545454545453
5013,['make better decisions.'],make better decisions,make better decisions,make better decisions.,,0.5616612080957111,0.5616612080957111,1.0,1.0
5020,['the radar is picking up grasshoppers and beetles'],grasshoppers & beetles,grasshoppers & beetles,the radar is picking up grasshoppers and beetles,,0.20425531914893613,0.20425531914893613,0.07692307692307693,0.07692307692307693
5021,"[""terrorists on fbi's wanted lists""]",terrorists on fbi ' s wanted lists,terrorists,terrorists on fbi's wanted lists,,0.6263879644190088,0.16981132075471694,0.3333333333333333,0.07142857142857142
5022,['the religious freedom act.'],# religiousfreedomact,# religiousfreedomact,the religious freedom act.,,0.0,0.0,0.0,0.0
5036,['it has been found'],the tail section has been found,believe the tail section has been found,it has been found,,0.6078776229623228,0.5826048115043707,0.3333333333333333,0.2727272727272727
5037,"['lga, jfk and ewr']","lga , # jfk & # ewr",# nyc,"lga, jfk and ewr",,0.31509846827133475,0.0,0.4,0.0
5040,['the cedar river'],cedar river,cedar river,the cedar river,,0.5996383004580546,0.5996383004580546,0.5,0.5
5041,"['their knowledge of the phrase ""tectonic shift.""']",""" tectonic shift",tectonic shift,"their knowledge of the phrase ""tectonic shift.""",,0.0,0.0,0.13636363636363635,0.13636363636363635
5047,['sean rodriguez will undergo minor surgery.'],minor surgery on left shoulder,minor surgery on left shoulder,sean rodriguez will undergo minor surgery.,,0.2478485370051635,0.2478485370051635,0.16666666666666666,0.16666666666666666
5051,['black lives matter'],protest in the spirit of the founding fathers,the founding fathers,black lives matter,,0.0,0.0,0.0,0.0
5065,['switching hair with wives'],hair,hair,switching hair with wives,,0.20991253644314864,0.20991253644314864,0.1,0.1
5067,['a better muslim'],a better muslim,a better muslim,a better muslim,,0.8875013295249914,0.8875013295249914,1.0,1.0
5068,['female action star'],female action stars,female action stars,female action star,,1.0,1.0,0.5,0.5
5069,['lifetime achievement in pure awesomeness'],"lifetime achievement in entertainment tonite is a win for hip hop ! salute to ll cool j on this incredible feat ! you have laid the foundation for so many others hip hop artists to receive this distinguished kennedy center honor ! great performances w latifah , lyte , dmc & busta rhymes . god ' s blessings on ur endeavors , l mc debbie d ( @ mcdebbied ) december 27 , 2017","salute to ll cool j on this incredible feat ! you have laid the foundation for so many others hip hop artists to receive this distinguished kennedy center honor ! great performances w latifah , lyte , dmc & busta rhymes . god ' s blessings on ur endeavors , l mc debbie d ( @ mcdebbied ) december 27 , 2017",lifetime achievement in pure awesomeness,,0.14701844221838625,0.0,0.025210084033613446,0.0
5073,['benefit wealthy over middle class'],would benefit the wealthy over the middle - class,would benefit the wealthy over the middle - class,benefit wealthy over middle class,,0.6660932864587847,0.6660932864587847,0.2692307692307692,0.2692307692307692
5074,['a ghost plane'],ghost plane,it ' s all one location . just the plane,a ghost plane,,0.5996383004580546,0.16628175519630486,0.5,0.038461538461538464
5075,['for post win'],we need to work on our post win kisses,we need to work on our post win kisses,for post win,,0.4070008754316748,0.4070008754316748,0.1,0.1
5079,['tweet does not exist'],tweet does not exist,tweet does not exist i hope someone gets to the bottom of it,tweet does not exist,,0.9113970384220804,0.6384567694725608,1.0,0.21739130434782608
5080,['students ingesting marijuana'],students possibly ingesting marijuana,# dpd responding to # skinnerms on reports of students possibly ingesting marijuana,students ingesting marijuana,,0.752363097380537,0.4898037307436557,0.4,0.10526315789473684
5081,['because families lost their loved ones'],everyone at georgia southern and the families who lost loved ones,everyone at georgia southern and the families who lost loved ones,because families lost their loved ones,,0.44861839840882745,0.44861839840882745,0.13157894736842105,0.13157894736842105
5082,['it sends water to farms'],mostly to farms,sends water 152 mi south of here to bakersfield cali . mostly to farms,it sends water to farms,,0.3647150701920202,0.5022305884611425,0.21428571428571427,0.13043478260869565
5086,"['survivors, first responders and other helpers.']","the survivors , first responders & others who helped in the time of need",the survivors,"survivors, first responders and other helpers.",,0.3191540266813714,0.0,0.14285714285714285,0.05555555555555555
5090,['the private wedding.'],a certain cat is out of a certain bag,it looks as though a certain cat is out of a certain bag,the private wedding.,,0.0,0.0,0.0,0.0
5094,['over 30 years'],over 30 years,over 30 years,over 30 years,,0.8875013295249914,0.8875013295249914,1.0,1.0
5096,['55 consecutive months'],55th,55th,55 consecutive months,,0.0,0.0,0.0,0.0
5098,['cricket umpiring decisions.'],cricket umpiring decisions,cricket umpiring decisions,cricket umpiring decisions.,,0.5616612080957111,0.5616612080957111,1.0,1.0
5099,['tampa bay lightning'],tampa bay lightning,tampa bay lightning,tampa bay lightning,,0.8875013295249914,0.8875013295249914,1.0,1.0
5101,"[""who rihanna's new man is.""]",who rihanna ' s new man is fenty,fenty,who rihanna's new man is.,,0.43088658539388025,0.0,0.3181818181818182,0.0
5106,"['sep 13, 2017']","september 14 , 2017","september 14 , 2017","sep 13, 2017",,0.22570532915360503,0.22570532915360503,0.16666666666666666,0.16666666666666666
5108,['closing the domestic violence loophole'],closing the # domesticviolenceloophole,closing the # domesticviolenceloophole,closing the domestic violence loophole,,0.35030844579774084,0.35030844579774084,0.21428571428571427,0.21428571428571427
5109,['the super bowl'],super bowl,super bowl,the super bowl,,0.5996383004580546,0.5996383004580546,0.5,0.5
5110,['move their vehicles from listed routes.'],move your vehicles from these routes,move your vehicles,move their vehicles from listed routes.,,0.4000063801073188,0.2651933701657458,0.2777777777777778,0.1111111111111111
5111,['on a christmas card'],christmas card,christmas card,on a christmas card,,0.4654650895820811,0.4654650895820811,0.3,0.3
5116,['they have creativity'],creatividad de los fieles peregrinos hacia # romerobeato,"romerobeato rt beato mons . romero ( @ san _ monsromero ) may 23 , 2015",they have creativity,,0.0,0.0,0.0,0.0
5120,['the pulse night club tragedy'],pulse night club,pulse night club,the pulse night club tragedy,,0.5762995646266178,0.5762995646266178,0.42857142857142855,0.42857142857142855
5125,['vote for romney'],romney,romney,vote for romney,,0.27480916030534347,0.27480916030534347,0.16666666666666666,0.16666666666666666
5135,['jerry and george'],jerry and george,jerry and george,jerry and george,,0.8875013295249914,0.8875013295249914,1.0,1.0
5136,['liver and kidneys.'],liver & kidneys,liver & kidneys,liver and kidneys.,,0.24,0.24,0.3333333333333333,0.3333333333333333
5139,['conflict of interest'],conflict of interest with,a possible conflict of interest with,conflict of interest,,0.8346407487695844,0.745799436575623,0.6,0.3333333333333333
